id,name,categories,city,lat,lng,distance,place_names,latitude,longitude,reviews_count
4f2e19f8e4b0fed2af2ac37a,Maninagar Tennis Academy,Tennis Court,Ahmedabad,22.990132931147016,72.61016478782497,125,"Daxini Society,Khokhara Mehmadabad,L G Hospital,Vasisthnagar,S A Mills,Jawahar Chowk,Maninagar",22.9911,72.6108,0
529a7bcf11d2662ad3c5d88c,Maninagar Railway Station,Train Station,Ahmedabad,22.9971874305415,72.61208210160522,690,"Daxini Society,Khokhara Mehmadabad,L G Hospital,Vasisthnagar,S A Mills,Jawahar Chowk,Maninagar",22.9911,72.6108,0
4bd319bc41b9ef3bc43dffe5,Sindhi Market,Clothing Store,Ahmedabad,22.998421986167923,72.61093318462372,815,"Daxini Society,Khokhara Mehmadabad,L G Hospital,Vasisthnagar,S A Mills,Jawahar Chowk,Maninagar",22.9911,72.6108,0
4cfb982cfeec6dcb29834736,Vijay Sales,Electronics Store,Ahmedabad,22.99751800903513,72.60509423249178,923,"Daxini Society,Khokhara Mehmadabad,L G Hospital,Vasisthnagar,S A Mills,Jawahar Chowk,Maninagar",22.9911,72.6108,0
4e89f4e2e5fa60f97124172d,Farki Maninagar,Ice Cream Shop,Ahmedabad,22.997429659971864,72.60464954348852,945,"Daxini Society,Khokhara Mehmadabad,L G Hospital,Vasisthnagar,S A Mills,Jawahar Chowk,Maninagar",22.9911,72.6108,0
56279021498e5e4cb1106363,SUN MEDIA TECHNOLOGIES,IT Services,Ahmedabad,23.032880100673733,72.61834144592285,52,"Gujarat University,Navrangpura H.O",23.0333,72.6181,0
4f4f9f65e4b066791b150a56,Amber cinema,Movie Theater,Ahmedabad,23.0346,72.62,242,"Gujarat University,Navrangpura H.O",23.0333,72.6181,0
5c38055542d8c2002cec981d,Axis Bank ATM,ATM,Ahmedabad,23.03632,72.61967,372,"Gujarat University,Navrangpura H.O",23.0333,72.6181,0
5736d3fb498ec5a36a1074fa,AC Wale,Electronics Store,Ahmedabad,23.030474,72.61411,515,"Gujarat University,Navrangpura H.O",23.0333,72.6181,0
4f12fbcce4b0865b0925fd95,City Gold,Multiplex,Ahmedabad,23.03741273233689,72.61506776957923,553,"Gujarat University,Navrangpura H.O",23.0333,72.6181,0
54d3968d498e4e44a78af353,KD Bhajipau,Indian Restaurant,Ahmedabad,23.034002610357987,72.62588980297122,801,"Gujarat University,Navrangpura H.O",23.0333,72.6181,0
520c22c911d296e556f9f3d8,Kutbi Restaurant,Breakfast Spot,Ahmedabad,23.03561782836914,72.6095962524414,908,"Gujarat University,Navrangpura H.O",23.0333,72.6181,0
4dcfc9c77d8b975f18efcba2,Bon Homie Restaurant & Banquet Hall,Restaurant,Ahmedabad,23.04498963697823,72.529734537393,904,Memnagar,23.0522,72.5338,0
4c85fde7d8086dcbd7609652,Barbeque Nation,BBQ Joint,Ahmedabad,23.047960002946045,72.52673804891214,863,Memnagar,23.0522,72.5338,0
4de891206365b16bbf958dff,Treatotel,Hotel,Ahmedabad,23.04935437578964,72.53172176704989,381,Memnagar,23.0522,72.5338,0
4e67a17f45dde0f9e2812804,Sunset Drive-In Theatre,Indie Movie Theater,Ahmedabad,23.049051311472113,72.52839508578252,655,Memnagar,23.0522,72.5338,0
4fd4bbbfe4b0e8d49d71a09a,Freezeland,Fast Food Restaurant,Ahmedabad,23.04444308912709,72.52964550588291,962,Memnagar,23.0522,72.5338,0
4efd37bc722e0f076f886d89,Country Inn & Suites By Carlson,Hotel,Ahmedabad,23.051178802956468,72.52514575087788,893,Memnagar,23.0522,72.5338,0
4de2692a7d8b2547eb02b4c0,Momoman,Chinese Restaurant,Ahmedabad,23.046464749293968,72.52940044253839,781,Memnagar,23.0522,72.5338,0
4fddea42e4b08aca49b28442,Subway,Sandwich Place,Ahmedabad,23.046382065885595,72.52970725780101,771,Memnagar,23.0522,72.5338,0
4bc2d4bf4cdfc9b657959621,Himalaya Mall,Shopping Mall,Ahmedabad,23.04628236974429,72.53093034309619,721,Memnagar,23.0522,72.5338,0
4bc2d5104cdfc9b688959621,McDonald's,Fast Food Restaurant,Ahmedabad,23.04614647770104,72.53119731482785,724,Memnagar,23.0522,72.5338,0
4e639625b61cd780890b393d,Ikobo Sizzlers,Chinese Restaurant,Ahmedabad,23.047859256776018,72.52594386329181,938,Memnagar,23.0522,72.5338,0
5097e330e4b052b2ca6fdc7d,Domino's Pizza,Pizza Place,Ahmedabad,23.04626334969033,72.53123073787458,711,Memnagar,23.0522,72.5338,0
4c37156d04cbb713b33aee0d,Café Coffee Day,Coffee Shop,Ahmedabad,23.046215498598322,72.53097655769989,726,Memnagar,23.0522,72.5338,0
4d1363e5ffa36ea8c5aeffda,Sankalp,Restaurant,Ahmedabad,23.046067140632317,72.5342231132144,684,Memnagar,23.0522,72.5338,0
4d148e2581cea35de7c4d3ec,New Freeze Land,Fast Food Restaurant,Ahmedabad,23.0444097886503,72.52965093347923,965,Memnagar,23.0522,72.5338,0
4e00c3eb62843b639cf96319,Saffron,Indian Restaurant,Ahmedabad,23.04601745134152,72.53610632804576,727,Memnagar,23.0522,72.5338,0
530a18a8498ec46ce248452f,Cafe WWM ( Where We Meet ),Café,Ahmedabad,23.045944633979975,72.53737720156545,786,Memnagar,23.0522,72.5338,0
513b4a5ee4b099fec1cbc410,Honest,Indian Restaurant,Ahmedabad,23.05886471505119,72.5303988745681,819,Memnagar,23.0522,72.5338,0
4bdedd68fe0e62b54e020606,Country Inn & Suites By Carlson,Hotel,Ahmedabad,23.053247304951746,72.54239131504879,887,Memnagar,23.0522,72.5338,0
4be19fcf58102d7f41104256,R3 Mall,Shopping Mall,Ahmedabad,23.046159030599494,72.54033966077596,949,Memnagar,23.0522,72.5338,0
4f4c79d6e4b063a3e08d5937,Galaxy Avenue naroda,Shopping Mall,Ahmedabad,23.078284318079046,72.65350874431246,947,"Limbadia,Naroda,Nana Chiloda,Naroda S A,Medra",23.0704,72.657,0
4eaabb6899116a4249f3d25b,Theo's Pizza,Pizza Place,Ahmedabad,23.072320434196975,72.65726187146586,215,"Limbadia,Naroda,Nana Chiloda,Naroda S A,Medra",23.0704,72.657,0
4eeb6e28e3000c69e18875ad,City Corner,Fast Food Restaurant,Ahmedabad,23.067201329373926,72.65956568668815,442,"Limbadia,Naroda,Nana Chiloda,Naroda S A,Medra",23.0704,72.657,0
4ece2fb8d3e3521ce31cb3f4,Devi Multiplex,Multiplex,Ahmedabad,23.072539481983416,72.65010778588898,744,"Limbadia,Naroda,Nana Chiloda,Naroda S A,Medra",23.0704,72.657,0
4fb89942e4b0bd07fdc85191,hotel emerald,Indian Restaurant,Ahmedabad,23.074316196523842,72.64999807679622,839,"Limbadia,Naroda,Nana Chiloda,Naroda S A,Medra",23.0704,72.657,0
4ee61231e4b04d23e296f9c7,Hari Om Dalbati,Indian Restaurant,Ahmedabad,23.077763239905206,72.65402841137563,874,"Limbadia,Naroda,Nana Chiloda,Naroda S A,Medra",23.0704,72.657,0
4f6b3aa1e4b0b54b074d8bad,Galaxy restaurant,Indian Restaurant,Ahmedabad,23.078002105154884,72.65366464454287,912,"Limbadia,Naroda,Nana Chiloda,Naroda S A,Medra",23.0704,72.657,0
525ade3f498e6882591e6281,Sankalp,Indian Restaurant,Ahmedabad,23.078383181663888,72.65419008535656,934,"Limbadia,Naroda,Nana Chiloda,Naroda S A,Medra",23.0704,72.657,0
4f217250e4b0d23f2bc35203,Zenith restaurant,Indian Restaurant,Ahmedabad,22.998697863373977,72.66140179513813,537,"Odhav Industrial Estate,Odhav",22.9942,72.6633,0
50cf3db0e4b0004365a5cc6a,kismat dhaba,Indian Restaurant,Nadiād,22.706885443715855,72.82575406795559,546,Kathwada Maize Product,22.71,72.82986666666666,0
50c73a9ae4b0916ff8eaea20,Tulsi Restaurant,Restaurant,Nadiād,22.708451416447094,72.82331907558758,694,Kathwada Maize Product,22.71,72.82986666666666,0
4fb52856e4b0292fd35c3b0d,ranip main market,Juice Bar,Ahmedabad,23.078401984492228,72.57454751413441,338,Ranip,23.0801,72.5718,0
4ebd4bef61af9815e1163e4c,E-quality Restaurant,Indian Restaurant,Ahmedabad,23.074762644361307,72.57544277084058,701,Ranip,23.0801,72.5718,0
